,Time,House,School,Health_center,Church,Water_pump,Class_name
2188,20130402:0407,0.221,0.15,0.15,0.85,0.43,1
2189,20130402:0507,0.339,0.15,0.15,0.85,0.57,1
2190,20130402:0607,0.0,0.46,0.46,0.5,0.71,0
2191,20130402:0707,0.339,0.92,0.92,0.1,0.86,1
2192,20130402:0807,0.284,0.92,0.92,0.1,1.0,1
2193,20130402:0907,0.291,1.0,1.0,0.1,1.0,1
2194,20130402:1007,0.335,1.0,1.0,0.1,1.0,1
2195,20130402:1107,0.361,1.0,1.0,1.0,0.86,1
2196,20130402:1207,0.468,1.0,1.0,1.0,0.71,1
2197,20130402:1307,0.351,1.0,1.0,1.0,0.71,1
2198,20130402:1407,0.283,1.0,1.0,0.5,0.0,0
2199,20130402:1507,0.269,1.0,1.0,1.0,0.86,1
2200,20130402:1607,0.277,0.85,0.85,1.0,1.0,1
2201,20130402:1707,0.445,0.31,0.31,0.5,1.0,1
2202,20130402:1807,0.833,0.15,0.15,1.0,0.71,1
2203,20130402:1907,0.679,0.15,0.15,1.0,0.57,1
2204,20130402:2007,0.458,0.0,0.15,0.1,0.29,0
2205,20130402:2107,0.325,0.15,0.15,0.1,0.14,1
2206,20130402:2207,0.203,0.15,0.15,0.1,0.14,1
2207,20130402:2307,0.138,0.15,0.15,0.1,0.14,1
2208,20130403:0007,0.074,0.15,0.15,0.1,0.14,1
2209,20130403:0107,0.064,0.15,0.15,0.1,0.14,1
2210,20130403:0207,0.064,0.15,0.15,0.1,0.14,1
2211,20130403:0307,0.064,0.15,0.15,0.1,0.29,1
2212,20130403:0407,0.221,0.15,0.15,0.85,0.43,1
2213,20130403:0507,0.339,0.15,0.15,0.85,0.57,1
2214,20130403:0607,0.372,0.46,0.46,0.5,0.71,1
2215,20130403:0707,0.339,0.92,0.92,0.1,0.86,1
2216,20130403:0807,0.284,0.92,0.92,0.1,1.0,1
2217,20130403:0907,0.291,1.0,1.0,0.1,1.0,1
2218,20130403:1007,0.335,1.0,1.0,0.1,1.0,1
2219,20130403:1107,0.361,1.0,1.0,1.0,0.86,1
2220,20130403:1207,0.468,1.0,1.0,1.0,0.71,1
2221,20130403:1307,0.351,1.0,1.0,1.0,0.71,1
2222,20130403:1407,0.0,1.0,1.0,0.5,0.86,0
2223,20130403:1507,0.269,1.0,1.0,1.0,0.86,1
2224,20130403:1607,0.277,0.85,0.85,1.0,1.0,1
2225,20130403:1707,0.445,0.31,0.31,0.5,1.0,1
2226,20130403:1807,0.833,0.15,0.15,1.0,0.71,1
2227,20130403:1907,0.679,0.15,0.15,1.0,0.57,1
2228,20130403:2007,0.458,0.15,0.15,0.1,0.29,1
2229,20130403:2107,0.325,0.15,0.15,0.1,0.14,1
2230,20130403:2207,0.203,0.15,0.15,0.1,0.14,1
2231,20130403:2307,0.138,0.15,0.15,0.1,0.14,1
2232,20130404:0007,0.074,0.15,0.15,0.1,0.14,1
2233,20130404:0107,0.064,0.15,0.15,0.1,0.14,1
2234,20130404:0207,0.064,0.15,0.15,0.1,0.14,1
2235,20130404:0307,0.064,0.15,0.15,0.1,0.29,1
2236,20130404:0407,0.221,0.15,0.15,0.85,0.43,1
2237,20130404:0507,0.339,0.15,0.15,0.85,0.57,1
2238,20130404:0607,0.372,0.46,0.46,0.5,0.71,1
2239,20130404:0707,0.339,0.92,0.92,0.1,0.86,1
2240,20130404:0807,0.284,0.92,0.92,0.1,1.0,1
2241,20130404:0907,0.291,1.0,1.0,0.1,1.0,1
2242,20130404:1007,0.335,1.0,1.0,0.1,1.0,1
2243,20130404:1107,0.361,1.0,1.0,1.0,0.86,1
2244,20130404:1207,0.468,1.0,1.0,1.0,0.71,1
2245,20130404:1307,0.351,1.0,1.0,1.0,0.71,1
2246,20130404:1407,0.283,1.0,1.0,0.5,0.86,1
2247,20130404:1507,0.269,1.0,1.0,1.0,0.86,1
2248,20130404:1607,0.277,0.85,0.85,1.0,1.0,1
2249,20130404:1707,0.445,0.31,0.31,0.5,1.0,1
2250,20130404:1807,0.833,0.15,0.15,1.0,0.71,1
2251,20130404:1907,0.679,0.15,0.15,1.0,0.57,1
2252,20130404:2007,0.458,0.15,0.15,0.1,0.29,1
2253,20130404:2107,0.325,0.15,0.15,0.1,0.14,1
2254,20130404:2207,0.203,0.15,0.15,0.1,0.14,1
2255,20130404:2307,0.138,0.15,0.15,0.1,0.14,1
2256,20130405:0007,0.074,0.15,0.15,0.1,0.14,1
2257,20130405:0107,0.064,0.15,0.15,0.1,0.14,1
2258,20130405:0207,0.064,0.15,0.15,0.1,0.14,1
2259,20130405:0307,0.064,0.15,0.0,0.1,0.29,0
2260,20130405:0407,0.221,0.15,0.15,0.85,0.43,1
2261,20130405:0507,0.339,0.15,0.15,0.85,0.57,1
2262,20130405:0607,0.372,0.46,0.46,0.5,0.71,1
2263,20130405:0707,0.339,0.92,0.92,0.1,0.86,1
2264,20130405:0807,0.284,0.92,0.92,0.1,1.0,1
2265,20130405:0907,0.291,1.0,1.0,0.1,1.0,1
2266,20130405:1007,0.335,1.0,1.0,0.1,1.0,1
2267,20130405:1107,0.361,1.0,1.0,1.0,0.86,1
2268,20130405:1207,0.468,1.0,1.0,1.0,0.71,1
2269,20130405:1307,0.351,1.0,1.0,1.0,0.71,1
2270,20130405:1407,0.283,1.0,1.0,0.5,0.86,1
2271,20130405:1507,0.269,1.0,1.0,1.0,0.86,1
2272,20130405:1607,0.277,0.85,0.85,1.0,1.0,1
2273,20130405:1707,0.445,0.31,0.31,0.5,1.0,1
2274,20130405:1807,0.833,0.15,0.15,1.0,0.71,1
2275,20130405:1907,0.679,0.15,0.15,1.0,0.57,1
2276,20130405:2007,0.458,0.15,0.15,0.1,0.29,1
2277,20130405:2107,0.325,0.15,0.15,0.1,0.14,1
2278,20130405:2207,0.203,0.15,0.15,0.1,0.14,1
2279,20130405:2307,0.138,0.15,0.15,0.1,0.14,1
2280,20130406:0007,0.074,0.15,0.15,0.1,0.14,1
2281,20130406:0107,0.064,0.15,0.15,0.1,0.14,1
2282,20130406:0207,0.064,0.15,0.15,0.1,0.14,1
2283,20130406:0307,0.064,0.15,0.15,0.1,0.29,1
2284,20130406:0407,0.221,0.15,0.0,0.85,0.43,0
2285,20130406:0507,0.339,0.15,0.15,0.85,0.57,1
2286,20130406:0607,0.372,0.46,0.46,0.5,0.71,1
2287,20130406:0707,0.339,0.92,0.92,0.1,0.86,1
2288,20130406:0807,0.284,0.92,0.92,0.1,1.0,1
2289,20130406:0907,0.291,1.0,1.0,0.1,1.0,1
2290,20130406:1007,0.335,1.0,1.0,0.1,1.0,1
2291,20130406:1107,0.0,1.0,1.0,1.0,0.0,0
2292,20130406:1207,0.468,1.0,1.0,1.0,0.71,1
2293,20130406:1307,0.351,1.0,1.0,1.0,0.71,1
2294,20130406:1407,0.283,1.0,1.0,0.5,0.86,1
2295,20130406:1507,0.269,1.0,1.0,1.0,0.86,1
2296,20130406:1607,0.277,0.85,0.85,1.0,1.0,1
2297,20130406:1707,0.445,0.31,0.31,0.5,1.0,1
2298,20130406:1807,0.833,0.15,0.15,1.0,0.0,0
2299,20130406:1907,0.679,0.15,0.15,1.0,0.57,1
2300,20130406:2007,0.458,0.15,0.15,0.1,0.29,1
2301,20130406:2107,0.325,0.15,0.15,0.1,0.14,1
2302,20130406:2207,0.203,0.15,0.15,0.1,0.14,1
2303,20130406:2307,0.138,0.15,0.15,0.1,0.14,1
2304,20130407:0007,0.074,0.15,0.15,0.1,0.14,1
2305,20130407:0107,0.064,0.15,0.15,0.1,0.14,1
2306,20130407:0207,0.064,0.15,0.15,0.1,0.14,1
2307,20130407:0307,0.064,0.15,0.15,0.1,0.29,1
2308,20130407:0407,0.221,0.15,0.15,0.85,0.43,1
2309,20130407:0507,0.339,0.15,0.15,0.85,0.57,1
2310,20130407:0607,0.372,0.46,0.46,0.5,0.71,1
2311,20130407:0707,0.339,0.92,0.92,0.1,0.86,1
2312,20130407:0807,0.284,0.92,0.92,0.1,1.0,1
2313,20130407:0907,0.291,1.0,1.0,0.1,1.0,1
2314,20130407:1007,0.335,1.0,1.0,0.1,1.0,1
2315,20130407:1107,0.361,1.0,1.0,1.0,0.86,1
2316,20130407:1207,0.468,1.0,1.0,1.0,0.71,1
2317,20130407:1307,0.351,1.0,1.0,1.0,0.71,1
2318,20130407:1407,0.283,1.0,1.0,0.5,0.86,1
2319,20130407:1507,0.269,1.0,1.0,1.0,0.86,1
2320,20130407:1607,0.277,0.85,0.85,1.0,1.0,1
2321,20130407:1707,0.445,0.31,0.31,0.5,1.0,1
2322,20130407:1807,0.833,0.15,0.15,1.0,0.71,1
2323,20130407:1907,0.679,0.15,0.15,1.0,0.57,1
2324,20130407:2007,0.458,0.15,0.15,0.1,0.29,1
2325,20130407:2107,0.325,0.15,0.15,0.1,0.14,1
2326,20130407:2207,0.203,0.15,0.15,0.1,0.14,1
2327,20130407:2307,0.138,0.15,0.15,0.1,0.14,1
2328,20130408:0007,0.074,0.15,0.15,0.1,0.14,1
2329,20130408:0107,0.064,0.15,0.15,0.1,0.14,1
2330,20130408:0207,0.064,0.15,0.15,0.1,0.14,1
2331,20130408:0307,0.064,0.15,0.15,0.1,0.29,1
2332,20130408:0407,0.221,0.15,0.15,0.85,0.43,1
2333,20130408:0507,0.339,0.15,0.15,0.85,0.57,1
2334,20130408:0607,0.372,0.46,0.46,0.5,0.71,1
2335,20130408:0707,0.339,0.92,0.92,0.1,0.86,1
2336,20130408:0807,0.284,0.92,0.92,0.1,1.0,1
2337,20130408:0907,0.291,1.0,1.0,0.1,1.0,1
2338,20130408:1007,0.335,1.0,1.0,0.1,1.0,1
2339,20130408:1107,0.361,1.0,1.0,1.0,0.86,1
2340,20130408:1207,0.468,1.0,1.0,1.0,0.71,1
2341,20130408:1307,0.351,1.0,1.0,1.0,0.71,1
2342,20130408:1407,0.283,1.0,1.0,0.5,0.86,1
2343,20130408:1507,0.269,1.0,1.0,1.0,0.86,1
2344,20130408:1607,0.277,0.85,0.85,1.0,1.0,1
2345,20130408:1707,0.445,0.31,0.31,0.5,1.0,1
2346,20130408:1807,0.833,0.15,0.15,1.0,0.71,1
2347,20130408:1907,0.679,0.15,0.15,1.0,0.57,1
2348,20130408:2007,0.458,0.15,0.15,0.1,0.29,1
2349,20130408:2107,0.325,0.15,0.15,0.1,0.14,1
2350,20130408:2207,0.203,0.15,0.15,0.1,0.14,1
2351,20130408:2307,0.138,0.15,0.15,0.1,0.14,1
2352,20130409:0007,0.074,0.15,0.15,0.1,0.14,1
2353,20130409:0107,0.064,0.15,0.15,0.1,0.14,1
2354,20130409:0207,0.064,0.15,0.15,0.1,0.14,1
2355,20130409:0307,0.064,0.15,0.15,0.1,0.29,1
2356,20130409:0407,0.221,0.15,0.15,0.85,0.43,1
2357,20130409:0507,0.339,0.15,0.15,0.85,0.57,1
2358,20130409:0607,0.372,0.46,0.46,0.5,0.71,1
2359,20130409:0707,0.339,0.92,0.92,0.1,0.86,1
2360,20130409:0807,0.284,0.92,0.92,0.1,1.0,1
2361,20130409:0907,0.291,1.0,1.0,0.1,1.0,1
2362,20130409:1007,0.335,1.0,1.0,0.1,1.0,1
2363,20130409:1107,0.361,1.0,1.0,1.0,0.86,1
2364,20130409:1207,0.468,1.0,1.0,1.0,0.71,1
2365,20130409:1307,0.351,1.0,1.0,1.0,0.71,1
2366,20130409:1407,0.283,1.0,1.0,0.5,0.86,1
2367,20130409:1507,0.269,1.0,1.0,1.0,0.86,1
2368,20130409:1607,0.277,0.85,0.85,1.0,1.0,1
2369,20130409:1707,0.445,0.31,0.31,0.5,1.0,1
2370,20130409:1807,0.833,0.15,0.15,1.0,0.71,1
2371,20130409:1907,0.679,0.15,0.15,1.0,0.57,1
2372,20130409:2007,0.458,0.15,0.15,0.1,0.29,1
2373,20130409:2107,0.325,0.15,0.15,0.1,0.14,1
2374,20130409:2207,0.203,0.15,0.15,0.1,0.14,1
2375,20130409:2307,0.138,0.15,0.15,0.1,0.14,1
2376,20130410:0007,0.074,0.15,0.15,0.1,0.14,1
2377,20130410:0107,0.064,0.15,0.15,0.1,0.14,1
2378,20130410:0207,0.064,0.15,0.15,0.1,0.14,1
2379,20130410:0307,0.064,0.15,0.15,0.1,0.29,1
2380,20130410:0407,0.221,0.15,0.15,0.85,0.43,1
2381,20130410:0507,0.339,0.15,0.15,0.85,0.57,1
2382,20130410:0607,0.372,0.46,0.46,0.5,0.71,1
2383,20130410:0707,0.339,0.92,0.92,0.1,0.86,1
2384,20130410:0807,0.284,0.92,0.92,0.1,1.0,1
2385,20130410:0907,0.291,1.0,1.0,0.1,1.0,1
2386,20130410:1007,0.335,1.0,1.0,0.1,1.0,1
2387,20130410:1107,0.361,1.0,1.0,1.0,0.86,1
2388,20130410:1207,0.468,1.0,1.0,1.0,0.71,1
2389,20130410:1307,0.351,1.0,1.0,1.0,0.71,1
2390,20130410:1407,0.283,1.0,1.0,0.5,0.86,1
2391,20130410:1507,0.269,1.0,1.0,1.0,0.86,1
2392,20130410:1607,0.277,0.85,0.85,1.0,1.0,1
2393,20130410:1707,0.445,0.31,0.31,0.5,1.0,1
2394,20130410:1807,0.833,0.15,0.15,1.0,0.71,1
2395,20130410:1907,0.679,0.15,0.15,1.0,0.57,1
2396,20130410:2007,0.458,0.15,0.15,0.1,0.29,1
2397,20130410:2107,0.325,0.15,0.15,0.1,0.14,1
2398,20130410:2207,0.203,0.15,0.15,0.1,0.14,1
2399,20130410:2307,0.138,0.15,0.15,0.1,0.14,1
2400,20130411:0007,0.074,0.0,0.15,0.1,0.14,0
2401,20130411:0107,0.064,0.0,0.15,0.1,0.14,0
2402,20130411:0207,0.064,0.15,0.15,0.1,0.14,1
2403,20130411:0307,0.064,0.15,0.15,0.1,0.29,1
2404,20130411:0407,0.221,0.15,0.15,0.85,0.43,1
2405,20130411:0507,0.339,0.15,0.15,0.85,0.57,1
2406,20130411:0607,0.372,0.46,0.46,0.5,0.71,1
2407,20130411:0707,0.339,0.92,0.92,0.1,0.86,1
2408,20130411:0807,0.284,0.92,0.92,0.1,1.0,1
2409,20130411:0907,0.291,1.0,1.0,0.1,1.0,1
2410,20130411:1007,0.335,1.0,1.0,0.1,1.0,1
2411,20130411:1107,0.361,1.0,1.0,1.0,0.86,1
2412,20130411:1207,0.468,1.0,1.0,1.0,0.71,1
2413,20130411:1307,0.351,1.0,1.0,1.0,0.71,1
2414,20130411:1407,0.283,1.0,1.0,0.5,0.86,1
2415,20130411:1507,0.269,1.0,1.0,1.0,0.86,1
2416,20130411:1607,0.277,0.85,0.85,1.0,1.0,1
2417,20130411:1707,0.445,0.31,0.31,0.5,1.0,1
2418,20130411:1807,0.833,0.15,0.15,1.0,0.71,1
2419,20130411:1907,0.679,0.15,0.15,1.0,0.57,1
2420,20130411:2007,0.458,0.15,0.15,0.1,0.29,1
2421,20130411:2107,0.325,0.15,0.15,0.1,0.14,1
2422,20130411:2207,0.203,0.15,0.15,0.1,0.14,1
2423,20130411:2307,0.138,0.15,0.15,0.1,0.14,1
2424,20130412:0007,0.074,0.15,0.15,0.1,0.14,1
2425,20130412:0107,0.064,0.15,0.15,0.1,0.0,0
2426,20130412:0207,0.064,0.15,0.15,0.0,0.14,0
2427,20130412:0307,0.064,0.15,0.15,0.1,0.29,1
2428,20130412:0407,0.221,0.15,0.15,0.85,0.43,1
2429,20130412:0507,0.339,0.15,0.15,0.85,0.57,1
2430,20130412:0607,0.372,0.46,0.46,0.5,0.71,1
2431,20130412:0707,0.339,0.92,0.92,0.1,0.86,1
2432,20130412:0807,0.284,0.92,0.92,0.1,1.0,1
2433,20130412:0907,0.291,1.0,1.0,0.1,1.0,1
2434,20130412:1007,0.335,1.0,1.0,0.1,1.0,1
2435,20130412:1107,0.361,1.0,1.0,1.0,0.86,1
2436,20130412:1207,0.468,1.0,1.0,1.0,0.71,1
2437,20130412:1307,0.351,1.0,1.0,1.0,0.71,1
2438,20130412:1407,0.283,1.0,1.0,0.5,0.86,1
2439,20130412:1507,0.269,1.0,1.0,1.0,0.86,1
2440,20130412:1607,0.277,0.85,0.85,1.0,1.0,1
2441,20130412:1707,0.445,0.31,0.31,0.5,1.0,1
2442,20130412:1807,0.833,0.15,0.15,1.0,0.71,1
2443,20130412:1907,0.679,0.15,0.15,1.0,0.57,1
2444,20130412:2007,0.458,0.15,0.15,0.1,0.29,1
2445,20130412:2107,0.325,0.15,0.15,0.1,0.14,1
2446,20130412:2207,0.203,0.15,0.15,0.1,0.14,1
2447,20130412:2307,0.138,0.15,0.15,0.1,0.14,1
2448,20130413:0007,0.074,0.15,0.15,0.1,0.14,1
2449,20130413:0107,0.064,0.15,0.15,0.1,0.14,1
2450,20130413:0207,0.064,0.15,0.15,0.1,0.14,1
2451,20130413:0307,0.064,0.15,0.15,0.1,0.29,1
2452,20130413:0407,0.221,0.15,0.0,0.85,0.43,0
2453,20130413:0507,0.339,0.15,0.15,0.85,0.57,1
2454,20130413:0607,0.372,0.46,0.46,0.5,0.71,1
2455,20130413:0707,0.339,0.92,0.92,0.1,0.86,1
2456,20130413:0807,0.284,0.92,0.92,0.1,1.0,1
2457,20130413:0907,0.291,1.0,1.0,0.1,1.0,1
2458,20130413:1007,0.335,1.0,1.0,0.1,1.0,1
2459,20130413:1107,0.361,1.0,1.0,1.0,0.86,1
2460,20130413:1207,0.468,0.0,1.0,1.0,0.71,0
2461,20130413:1307,0.351,1.0,1.0,1.0,0.71,1
2462,20130413:1407,0.283,1.0,1.0,0.5,0.86,1
2463,20130413:1507,0.269,1.0,1.0,1.0,0.86,1
2464,20130413:1607,0.277,0.85,0.85,1.0,1.0,1
2465,20130413:1707,0.445,0.31,0.31,0.5,1.0,1
2466,20130413:1807,0.833,0.15,0.15,1.0,0.71,1
2467,20130413:1907,0.679,0.15,0.15,1.0,0.57,1
2468,20130413:2007,0.458,0.15,0.15,0.1,0.29,1
2469,20130413:2107,0.325,0.15,0.15,0.1,0.14,1
2470,20130413:2207,0.203,0.15,0.15,0.1,0.14,1
2471,20130413:2307,0.138,0.15,0.15,0.1,0.14,1
2472,20130414:0007,0.074,0.15,0.15,0.1,0.14,1
2473,20130414:0107,0.064,0.15,0.15,0.1,0.14,1
2474,20130414:0207,0.064,0.15,0.15,0.1,0.14,1
2475,20130414:0307,0.064,0.15,0.15,0.1,0.29,1
2476,20130414:0407,0.221,0.15,0.15,0.85,0.43,1
2477,20130414:0507,0.339,0.15,0.15,0.85,0.57,1
2478,20130414:0607,0.372,0.46,0.46,0.5,0.71,1
2479,20130414:0707,0.339,0.92,0.92,0.1,0.86,1
2480,20130414:0807,0.284,0.92,0.92,0.1,1.0,1
2481,20130414:0907,0.291,1.0,1.0,0.1,1.0,1
2482,20130414:1007,0.335,1.0,1.0,0.1,1.0,1
2483,20130414:1107,0.361,1.0,1.0,1.0,0.86,1
2484,20130414:1207,0.468,1.0,1.0,1.0,0.71,1
2485,20130414:1307,0.351,1.0,1.0,1.0,0.71,1
2486,20130414:1407,0.283,1.0,1.0,0.5,0.86,1
2487,20130414:1507,0.269,1.0,1.0,1.0,0.86,1
2488,20130414:1607,0.277,0.85,0.85,1.0,1.0,1
2489,20130414:1707,0.445,0.31,0.31,0.5,1.0,1
2490,20130414:1807,0.833,0.15,0.15,1.0,0.71,1
2491,20130414:1907,0.679,0.15,0.15,1.0,0.57,1
2492,20130414:2007,0.458,0.15,0.15,0.1,0.29,1
2493,20130414:2107,0.325,0.15,0.15,0.1,0.14,1
2494,20130414:2207,0.0,0.15,0.15,0.1,0.14,0
2495,20130414:2307,0.138,0.15,0.15,0.1,0.14,1
2496,20130415:0007,0.074,0.15,0.15,0.1,0.14,1
2497,20130415:0107,0.064,0.15,0.15,0.1,0.14,1
2498,20130415:0207,0.064,0.15,0.15,0.1,0.14,1
2499,20130415:0307,0.064,0.15,0.15,0.1,0.29,1
2500,20130415:0407,0.221,0.15,0.15,0.85,0.43,1
2501,20130415:0507,0.339,0.15,0.15,0.85,0.57,1
2502,20130415:0607,0.372,0.46,0.46,0.5,0.71,1
2503,20130415:0707,0.339,0.92,0.92,0.1,0.86,1
2504,20130415:0807,0.284,0.92,0.92,0.1,1.0,1
2505,20130415:0907,0.291,1.0,1.0,0.1,1.0,1
2506,20130415:1007,0.335,1.0,1.0,0.1,1.0,1
2507,20130415:1107,0.361,1.0,1.0,1.0,0.86,1
2508,20130415:1207,0.468,1.0,1.0,1.0,0.71,1
2509,20130415:1307,0.351,1.0,1.0,1.0,0.71,1
2510,20130415:1407,0.283,1.0,1.0,0.5,0.86,1
2511,20130415:1507,0.269,1.0,1.0,1.0,0.86,1
2512,20130415:1607,0.277,0.85,0.85,1.0,1.0,1
2513,20130415:1707,0.445,0.31,0.31,0.5,1.0,1
2514,20130415:1807,0.833,0.15,0.15,1.0,0.71,1
2515,20130415:1907,0.679,0.15,0.15,1.0,0.57,1
2516,20130415:2007,0.458,0.15,0.15,0.1,0.29,1
2517,20130415:2107,0.325,0.15,0.15,0.1,0.14,1
2518,20130415:2207,0.203,0.15,0.15,0.1,0.14,1
2519,20130415:2307,0.138,0.15,0.15,0.1,0.14,1
2520,20130416:0007,0.074,0.15,0.15,0.1,0.14,1
2521,20130416:0107,0.064,0.15,0.15,0.1,0.14,1
2522,20130416:0207,0.064,0.15,0.15,0.1,0.14,1
2523,20130416:0307,0.064,0.15,0.15,0.1,0.29,1
2524,20130416:0407,0.221,0.15,0.15,0.85,0.43,1
2525,20130416:0507,0.339,0.15,0.15,0.85,0.57,1
2526,20130416:0607,0.372,0.46,0.0,0.5,0.71,0
2527,20130416:0707,0.339,0.92,0.92,0.1,0.86,1
2528,20130416:0807,0.284,0.92,0.92,0.1,1.0,1
2529,20130416:0907,0.291,1.0,1.0,0.1,1.0,1
2530,20130416:1007,0.335,1.0,1.0,0.1,1.0,1
2531,20130416:1107,0.361,1.0,1.0,1.0,0.86,1
2532,20130416:1207,0.468,1.0,1.0,1.0,0.71,1
2533,20130416:1307,0.351,1.0,1.0,1.0,0.71,1
2534,20130416:1407,0.283,1.0,1.0,0.5,0.86,1
2535,20130416:1507,0.269,1.0,1.0,1.0,0.86,1
2536,20130416:1607,0.277,0.85,0.85,1.0,1.0,1
2537,20130416:1707,0.445,0.31,0.31,0.5,1.0,1
2538,20130416:1807,0.833,0.15,0.15,1.0,0.71,1
2539,20130416:1907,0.679,0.15,0.15,1.0,0.57,1
2540,20130416:2007,0.458,0.15,0.15,0.1,0.29,1
2541,20130416:2107,0.325,0.15,0.15,0.0,0.14,0
2542,20130416:2207,0.203,0.15,0.15,0.1,0.14,1
2543,20130416:2307,0.138,0.15,0.15,0.1,0.14,1
2544,20130417:0007,0.074,0.15,0.15,0.1,0.14,1
2545,20130417:0107,0.064,0.15,0.15,0.1,0.14,1
2546,20130417:0207,0.064,0.15,0.15,0.1,0.14,1
2547,20130417:0307,0.064,0.15,0.15,0.1,0.29,1
2548,20130417:0407,0.221,0.15,0.15,0.85,0.43,1
2549,20130417:0507,0.339,0.15,0.15,0.85,0.57,1
2550,20130417:0607,0.372,0.46,0.46,0.5,0.71,1
2551,20130417:0707,0.339,0.92,0.92,0.1,0.86,1
2552,20130417:0807,0.284,0.92,0.92,0.1,1.0,1
2553,20130417:0907,0.291,1.0,1.0,0.1,1.0,1
2554,20130417:1007,0.335,1.0,1.0,0.1,1.0,1
2555,20130417:1107,0.361,1.0,1.0,1.0,0.86,1
2556,20130417:1207,0.468,1.0,1.0,1.0,0.71,1
2557,20130417:1307,0.351,1.0,1.0,1.0,0.71,1
2558,20130417:1407,0.283,1.0,1.0,0.5,0.86,1
2559,20130417:1507,0.269,1.0,1.0,1.0,0.86,1
2560,20130417:1607,0.277,0.85,0.85,1.0,1.0,1
2561,20130417:1707,0.445,0.31,0.31,0.5,1.0,1
2562,20130417:1807,0.833,0.15,0.15,1.0,0.71,1
2563,20130417:1907,0.679,0.15,0.15,1.0,0.57,1
2564,20130417:2007,0.458,0.15,0.15,0.1,0.29,1
2565,20130417:2107,0.325,0.15,0.15,0.1,0.14,1
2566,20130417:2207,0.203,0.15,0.15,0.1,0.14,1
2567,20130417:2307,0.138,0.15,0.15,0.1,0.14,1
2568,20130418:0007,0.074,0.15,0.15,0.1,0.14,1
2569,20130418:0107,0.064,0.15,0.15,0.1,0.14,1
2570,20130418:0207,0.064,0.15,0.15,0.1,0.14,1
2571,20130418:0307,0.064,0.15,0.15,0.1,0.29,1
2572,20130418:0407,0.221,0.15,0.15,0.85,0.43,1
2573,20130418:0507,0.339,0.15,0.15,0.85,0.57,1
2574,20130418:0607,0.372,0.46,0.46,0.5,0.71,1
2575,20130418:0707,0.339,0.92,0.92,0.1,0.86,1
2576,20130418:0807,0.284,0.92,0.92,0.1,1.0,1
2577,20130418:0907,0.291,1.0,1.0,0.1,1.0,1
2578,20130418:1007,0.335,1.0,1.0,0.1,1.0,1
2579,20130418:1107,0.361,1.0,1.0,1.0,0.0,0
2580,20130418:1207,0.468,1.0,1.0,1.0,0.71,1
2581,20130418:1307,0.351,1.0,1.0,1.0,0.71,1
2582,20130418:1407,0.283,1.0,1.0,0.5,0.86,1
2583,20130418:1507,0.269,1.0,1.0,1.0,0.86,1
2584,20130418:1607,0.277,0.85,0.85,1.0,1.0,1
2585,20130418:1707,0.445,0.31,0.31,0.5,1.0,1
2586,20130418:1807,0.833,0.15,0.15,1.0,0.71,1
2587,20130418:1907,0.679,0.15,0.15,1.0,0.57,1
2588,20130418:2007,0.458,0.15,0.15,0.0,0.29,0
2589,20130418:2107,0.325,0.15,0.15,0.1,0.14,1
2590,20130418:2207,0.203,0.15,0.15,0.1,0.14,1
2591,20130418:2307,0.138,0.15,0.15,0.1,0.14,1
2592,20130419:0007,0.074,0.15,0.15,0.1,0.14,1
2593,20130419:0107,0.064,0.15,0.15,0.1,0.14,1
2594,20130419:0207,0.064,0.15,0.15,0.1,0.14,1
2595,20130419:0307,0.064,0.15,0.15,0.1,0.29,1
2596,20130419:0407,0.221,0.15,0.15,0.85,0.43,1
2597,20130419:0507,0.339,0.15,0.15,0.85,0.57,1
2598,20130419:0607,0.372,0.46,0.46,0.5,0.71,1
2599,20130419:0707,0.339,0.92,0.92,0.1,0.86,1
2600,20130419:0807,0.284,0.92,0.92,0.1,1.0,1
2601,20130419:0907,0.291,1.0,1.0,0.1,1.0,1
2602,20130419:1007,0.335,1.0,1.0,0.1,1.0,1
2603,20130419:1107,0.361,1.0,1.0,1.0,0.86,1
2604,20130419:1207,0.468,1.0,1.0,1.0,0.71,1
2605,20130419:1307,0.351,1.0,1.0,1.0,0.71,1
2606,20130419:1407,0.283,1.0,1.0,0.5,0.86,1
2607,20130419:1507,0.269,1.0,1.0,1.0,0.86,1
2608,20130419:1607,0.277,0.85,0.85,1.0,1.0,1
2609,20130419:1707,0.445,0.31,0.31,0.5,1.0,1
2610,20130419:1807,0.833,0.15,0.15,1.0,0.71,1
2611,20130419:1907,0.679,0.15,0.15,1.0,0.57,1
2612,20130419:2007,0.458,0.15,0.15,0.1,0.29,1
2613,20130419:2107,0.325,0.15,0.15,0.1,0.14,1
2614,20130419:2207,0.203,0.15,0.15,0.1,0.14,1
2615,20130419:2307,0.138,0.15,0.15,0.1,0.14,1
2616,20130420:0007,0.074,0.15,0.15,0.1,0.14,1
2617,20130420:0107,0.064,0.15,0.15,0.1,0.14,1
2618,20130420:0207,0.064,0.15,0.15,0.1,0.14,1
2619,20130420:0307,0.064,0.15,0.15,0.1,0.29,1
2620,20130420:0407,0.221,0.15,0.15,0.85,0.43,1
2621,20130420:0507,0.339,0.15,0.15,0.85,0.57,1
2622,20130420:0607,0.372,0.46,0.46,0.5,0.71,1
2623,20130420:0707,0.339,0.92,0.92,0.1,0.86,1
