,Time,House,School,Health_center,Church,Water_pump,Class_name
7179,20131027:0307,0.064,0.15,0.15,0.1,0.29,1
7180,20131027:0407,0.221,0.15,0.15,0.85,0.43,1
7181,20131027:0507,0.339,0.15,0.15,0.85,0.57,1
7182,20131027:0607,0.372,0.46,0.46,0.5,0.71,1
7183,20131027:0707,0.339,0.92,0.92,0.1,0.86,1
7184,20131027:0807,0.284,0.92,0.92,0.1,1.0,1
7185,20131027:0907,0.291,1.0,1.0,0.1,1.0,1
7186,20131027:1007,0.335,1.0,1.0,0.1,1.0,1
7187,20131027:1107,0.361,1.0,1.0,1.0,0.86,1
7188,20131027:1207,0.468,1.0,1.0,1.0,0.71,1
7189,20131027:1307,0.351,1.0,1.0,1.0,0.71,1
7190,20131027:1407,0.283,1.0,1.0,0.5,0.86,1
7191,20131027:1507,0.269,1.0,1.0,1.0,0.86,1
7192,20131027:1607,0.277,0.85,0.85,1.0,1.0,1
7193,20131027:1707,0.445,0.31,0.31,0.5,1.0,1
7194,20131027:1807,0.833,0.15,0.15,1.0,0.71,1
7195,20131027:1907,0.679,0.15,0.15,1.0,0.57,1
7196,20131027:2007,0.458,0.15,0.15,0.1,0.29,1
7197,20131027:2107,0.325,0.15,0.15,0.1,0.14,1
7198,20131027:2207,0.203,0.15,0.15,0.1,0.14,1
7199,20131027:2307,0.138,0.15,0.15,0.1,0.14,1
7200,20131028:0007,0.074,0.15,0.15,0.1,0.14,1
7201,20131028:0107,0.064,0.15,0.15,0.1,0.14,1
7202,20131028:0207,0.064,0.15,0.15,0.1,0.14,1
7203,20131028:0307,0.064,0.15,0.15,0.1,0.29,1
7204,20131028:0407,0.221,0.15,0.15,0.85,0.43,1
7205,20131028:0507,0.339,0.15,0.15,0.85,0.57,1
7206,20131028:0607,0.372,0.46,0.46,0.5,0.71,1
7207,20131028:0707,0.339,0.92,0.92,0.1,0.86,1
7208,20131028:0807,0.284,0.92,0.92,0.1,1.0,1
7209,20131028:0907,0.291,1.0,1.0,0.1,1.0,1
7210,20131028:1007,0.335,1.0,1.0,0.1,1.0,1
7211,20131028:1107,0.361,1.0,1.0,1.0,0.86,1
7212,20131028:1207,0.468,1.0,1.0,1.0,0.71,1
7213,20131028:1307,0.351,1.0,0.0,1.0,0.71,0
7214,20131028:1407,0.283,1.0,1.0,0.5,0.86,1
7215,20131028:1507,0.269,1.0,1.0,1.0,0.86,1
7216,20131028:1607,0.277,0.85,0.85,0.0,1.0,0
7217,20131028:1707,0.445,0.31,0.31,0.5,1.0,1
7218,20131028:1807,0.833,0.15,0.15,1.0,0.71,1
7219,20131028:1907,0.679,0.15,0.15,1.0,0.57,1
7220,20131028:2007,0.458,0.15,0.15,0.1,0.29,1
7221,20131028:2107,0.325,0.0,0.15,0.1,0.14,0
7222,20131028:2207,0.203,0.15,0.15,0.1,0.14,1
7223,20131028:2307,0.138,0.15,0.15,0.1,0.14,1
7224,20131029:0007,0.074,0.15,0.15,0.1,0.14,1
7225,20131029:0107,0.064,0.15,0.15,0.1,0.14,1
7226,20131029:0207,0.064,0.15,0.15,0.1,0.14,1
7227,20131029:0307,0.064,0.15,0.15,0.1,0.29,1
7228,20131029:0407,0.221,0.15,0.15,0.85,0.43,1
7229,20131029:0507,0.339,0.15,0.15,0.85,0.57,1
7230,20131029:0607,0.372,0.46,0.46,0.5,0.71,1
7231,20131029:0707,0.339,0.92,0.92,0.1,0.86,1
7232,20131029:0807,0.284,0.92,0.92,0.1,1.0,1
7233,20131029:0907,0.291,1.0,1.0,0.1,1.0,1
7234,20131029:1007,0.335,1.0,1.0,0.1,1.0,1
7235,20131029:1107,0.361,1.0,1.0,1.0,0.86,1
7236,20131029:1207,0.468,1.0,1.0,1.0,0.71,1
7237,20131029:1307,0.351,1.0,1.0,1.0,0.71,1
7238,20131029:1407,0.283,1.0,1.0,0.5,0.86,1
7239,20131029:1507,0.269,1.0,1.0,1.0,0.86,1
7240,20131029:1607,0.277,0.85,0.85,1.0,1.0,1
7241,20131029:1707,0.445,0.31,0.31,0.5,1.0,1
7242,20131029:1807,0.833,0.15,0.15,1.0,0.71,1
7243,20131029:1907,0.679,0.15,0.15,1.0,0.57,1
7244,20131029:2007,0.458,0.15,0.15,0.1,0.29,1
7245,20131029:2107,0.325,0.15,0.15,0.1,0.14,1
7246,20131029:2207,0.203,0.15,0.15,0.1,0.14,1
7247,20131029:2307,0.138,0.15,0.15,0.1,0.14,1
7248,20131030:0007,0.0,0.15,0.15,0.1,0.14,0
7249,20131030:0107,0.064,0.15,0.15,0.1,0.14,1
7250,20131030:0207,0.064,0.15,0.15,0.1,0.14,1
7251,20131030:0307,0.064,0.15,0.15,0.1,0.29,1
7252,20131030:0407,0.221,0.15,0.15,0.85,0.43,1
7253,20131030:0507,0.339,0.15,0.15,0.85,0.57,1
7254,20131030:0607,0.372,0.46,0.46,0.5,0.71,1
7255,20131030:0707,0.339,0.92,0.92,0.1,0.86,1
7256,20131030:0807,0.284,0.92,0.92,0.1,1.0,1
7257,20131030:0907,0.291,1.0,1.0,0.1,1.0,1
7258,20131030:1007,0.335,1.0,1.0,0.1,1.0,1
7259,20131030:1107,0.361,1.0,1.0,1.0,0.86,1
7260,20131030:1207,0.468,1.0,1.0,1.0,0.71,1
7261,20131030:1307,0.351,1.0,1.0,1.0,0.71,1
7262,20131030:1407,0.283,1.0,1.0,0.5,0.86,1
7263,20131030:1507,0.269,1.0,1.0,1.0,0.86,1
7264,20131030:1607,0.277,0.85,0.85,1.0,1.0,1
7265,20131030:1707,0.445,0.31,0.31,0.5,1.0,1
7266,20131030:1807,0.833,0.15,0.15,1.0,0.71,1
7267,20131030:1907,0.679,0.15,0.15,1.0,0.57,1
7268,20131030:2007,0.458,0.15,0.15,0.1,0.29,1
7269,20131030:2107,0.325,0.15,0.15,0.1,0.14,1
7270,20131030:2207,0.203,0.15,0.15,0.1,0.14,1
7271,20131030:2307,0.138,0.15,0.15,0.1,0.14,1
7272,20131031:0007,0.074,0.15,0.15,0.1,0.14,1
7273,20131031:0107,0.064,0.15,0.15,0.1,0.14,1
7274,20131031:0207,0.064,0.15,0.15,0.1,0.14,1
7275,20131031:0307,0.064,0.15,0.15,0.1,0.29,1
7276,20131031:0407,0.221,0.15,0.15,0.85,0.43,1
7277,20131031:0507,0.339,0.15,0.15,0.85,0.57,1
7278,20131031:0607,0.372,0.46,0.46,0.5,0.71,1
7279,20131031:0707,0.339,0.92,0.92,0.1,0.86,1
7280,20131031:0807,0.284,0.92,0.92,0.1,1.0,1
7281,20131031:0907,0.291,1.0,1.0,0.1,1.0,1
7282,20131031:1007,0.335,1.0,1.0,0.1,1.0,1
7283,20131031:1107,0.361,1.0,1.0,1.0,0.86,1
7284,20131031:1207,0.468,1.0,1.0,1.0,0.71,1
7285,20131031:1307,0.351,1.0,1.0,1.0,0.71,1
7286,20131031:1407,0.283,1.0,1.0,0.5,0.86,1
7287,20131031:1507,0.269,1.0,1.0,1.0,0.86,1
7288,20131031:1607,0.277,0.85,0.85,1.0,1.0,1
7289,20131031:1707,0.445,0.31,0.31,0.5,1.0,1
7290,20131031:1807,0.833,0.15,0.15,1.0,0.71,1
7291,20131031:1907,0.679,0.15,0.15,1.0,0.57,1
7292,20131031:2007,0.458,0.15,0.15,0.1,0.29,1
7293,20131031:2107,0.325,0.15,0.15,0.1,0.14,1
7294,20131031:2207,0.203,0.15,0.15,0.1,0.14,1
7295,20131031:2307,0.138,0.15,0.15,0.1,0.14,1
7296,20131101:0007,0.066,0.15,0.15,0.1,0.14,1
7297,20131101:0107,0.058,0.15,0.15,0.1,0.14,1
7298,20131101:0207,0.058,0.15,0.15,0.1,0.14,1
7299,20131101:0307,0.058,0.15,0.15,0.1,0.29,1
7300,20131101:0407,0.199,0.15,0.15,0.85,0.43,1
7301,20131101:0507,0.305,0.15,0.15,0.85,0.57,1
7302,20131101:0607,0.335,0.46,0.46,0.5,0.71,1
7303,20131101:0707,0.305,0.92,0.92,0.1,0.86,1
7304,20131101:0807,0.256,0.92,0.92,0.1,1.0,1
7305,20131101:0907,0.262,1.0,1.0,0.1,1.0,1
7306,20131101:1007,0.302,1.0,1.0,0.1,1.0,1
7307,20131101:1107,0.325,1.0,1.0,1.0,0.86,1
7308,20131101:1207,0.421,1.0,1.0,1.0,0.71,1
7309,20131101:1307,0.316,1.0,1.0,1.0,0.71,1
7310,20131101:1407,0.255,1.0,1.0,0.5,0.86,1
7311,20131101:1507,0.242,1.0,1.0,1.0,0.86,1
7312,20131101:1607,0.249,0.85,0.85,1.0,1.0,1
7313,20131101:1707,0.401,0.31,0.31,0.5,1.0,1
7314,20131101:1807,0.75,0.15,0.15,1.0,0.71,1
7315,20131101:1907,0.611,0.15,0.15,1.0,0.57,1
7316,20131101:2007,0.412,0.15,0.15,0.1,0.29,1
7317,20131101:2107,0.292,0.15,0.15,0.1,0.14,1
7318,20131101:2207,0.183,0.15,0.15,0.1,0.14,1
7319,20131101:2307,0.125,0.15,0.15,0.1,0.14,1
7320,20131102:0007,0.066,0.15,0.15,0.1,0.14,1
7321,20131102:0107,0.058,0.15,0.15,0.1,0.14,1
7322,20131102:0207,0.058,0.15,0.15,0.1,0.14,1
7323,20131102:0307,0.058,0.15,0.15,0.1,0.29,1
7324,20131102:0407,0.199,0.15,0.15,0.85,0.43,1
7325,20131102:0507,0.305,0.15,0.15,0.85,0.57,1
7326,20131102:0607,0.335,0.46,0.46,0.5,0.71,1
7327,20131102:0707,0.305,0.92,0.92,0.1,0.86,1
7328,20131102:0807,0.256,0.92,0.92,0.1,1.0,1
7329,20131102:0907,0.262,1.0,1.0,0.1,1.0,1
7330,20131102:1007,0.302,1.0,1.0,0.1,1.0,1
7331,20131102:1107,0.325,1.0,1.0,1.0,0.86,1
7332,20131102:1207,0.421,1.0,1.0,1.0,0.71,1
7333,20131102:1307,0.316,1.0,1.0,1.0,0.71,1
7334,20131102:1407,0.255,1.0,1.0,0.5,0.86,1
7335,20131102:1507,0.242,1.0,1.0,1.0,0.86,1
7336,20131102:1607,0.249,0.85,0.85,1.0,1.0,1
7337,20131102:1707,0.401,0.31,0.31,0.5,1.0,1
7338,20131102:1807,0.75,0.15,0.15,1.0,0.71,1
7339,20131102:1907,0.611,0.15,0.15,1.0,0.57,1
7340,20131102:2007,0.412,0.15,0.15,0.1,0.29,1
7341,20131102:2107,0.292,0.15,0.15,0.1,0.14,1
7342,20131102:2207,0.183,0.15,0.15,0.1,0.14,1
7343,20131102:2307,0.125,0.15,0.15,0.1,0.14,1
7344,20131103:0007,0.066,0.15,0.15,0.1,0.14,1
7345,20131103:0107,0.058,0.15,0.15,0.1,0.14,1
7346,20131103:0207,0.058,0.15,0.15,0.0,0.14,0
7347,20131103:0307,0.058,0.15,0.15,0.1,0.29,1
7348,20131103:0407,0.199,0.15,0.15,0.85,0.43,1
7349,20131103:0507,0.305,0.15,0.15,0.85,0.57,1
7350,20131103:0607,0.335,0.46,0.46,0.5,0.71,1
7351,20131103:0707,0.305,0.92,0.92,0.1,0.86,1
7352,20131103:0807,0.256,0.92,0.92,0.1,1.0,1
7353,20131103:0907,0.262,1.0,1.0,0.1,1.0,1
7354,20131103:1007,0.302,1.0,1.0,0.1,1.0,1
7355,20131103:1107,0.325,1.0,1.0,1.0,0.86,1
7356,20131103:1207,0.421,1.0,1.0,1.0,0.71,1
7357,20131103:1307,0.316,1.0,1.0,1.0,0.71,1
7358,20131103:1407,0.255,1.0,1.0,0.5,0.86,1
7359,20131103:1507,0.242,1.0,1.0,1.0,0.86,1
7360,20131103:1607,0.249,0.85,0.85,1.0,1.0,1
7361,20131103:1707,0.401,0.31,0.31,0.5,1.0,1
7362,20131103:1807,0.75,0.15,0.15,1.0,0.71,1
7363,20131103:1907,0.611,0.15,0.15,1.0,0.57,1
7364,20131103:2007,0.412,0.0,0.15,0.1,0.29,0
7365,20131103:2107,0.292,0.15,0.15,0.1,0.14,1
7366,20131103:2207,0.183,0.15,0.15,0.1,0.14,1
7367,20131103:2307,0.125,0.15,0.15,0.1,0.14,1
7368,20131104:0007,0.066,0.15,0.15,0.1,0.14,1
7369,20131104:0107,0.058,0.15,0.15,0.1,0.14,1
7370,20131104:0207,0.058,0.15,0.15,0.1,0.14,1
7371,20131104:0307,0.058,0.15,0.15,0.1,0.29,1
7372,20131104:0407,0.199,0.15,0.15,0.85,0.43,1
7373,20131104:0507,0.305,0.15,0.15,0.85,0.57,1
7374,20131104:0607,0.335,0.46,0.46,0.5,0.71,1
7375,20131104:0707,0.305,0.92,0.92,0.1,0.86,1
7376,20131104:0807,0.256,0.92,0.92,0.1,1.0,1
7377,20131104:0907,0.262,1.0,1.0,0.1,1.0,1
7378,20131104:1007,0.302,1.0,1.0,0.1,1.0,1
7379,20131104:1107,0.325,1.0,1.0,1.0,0.86,1
7380,20131104:1207,0.421,1.0,1.0,1.0,0.71,1
7381,20131104:1307,0.316,1.0,1.0,1.0,0.71,1
7382,20131104:1407,0.255,1.0,1.0,0.5,0.86,1
7383,20131104:1507,0.242,1.0,1.0,1.0,0.86,1
7384,20131104:1607,0.249,0.85,0.85,1.0,1.0,1
7385,20131104:1707,0.401,0.31,0.31,0.5,1.0,1
7386,20131104:1807,0.75,0.15,0.15,1.0,0.71,1
7387,20131104:1907,0.611,0.15,0.15,1.0,0.57,1
7388,20131104:2007,0.412,0.15,0.15,0.1,0.29,1
7389,20131104:2107,0.292,0.15,0.15,0.1,0.14,1
7390,20131104:2207,0.183,0.15,0.15,0.1,0.14,1
7391,20131104:2307,0.125,0.15,0.15,0.1,0.14,1
7392,20131105:0007,0.066,0.15,0.15,0.1,0.14,1
7393,20131105:0107,0.058,0.15,0.15,0.1,0.14,1
7394,20131105:0207,0.058,0.15,0.15,0.1,0.14,1
7395,20131105:0307,0.058,0.15,0.15,0.1,0.29,1
7396,20131105:0407,0.199,0.15,0.15,0.85,0.43,1
7397,20131105:0507,0.305,0.15,0.15,0.85,0.57,1
7398,20131105:0607,0.335,0.46,0.46,0.5,0.71,1
7399,20131105:0707,0.305,0.92,0.92,0.1,0.86,1
7400,20131105:0807,0.256,0.92,0.92,0.1,1.0,1
7401,20131105:0907,0.262,1.0,1.0,0.1,1.0,1
7402,20131105:1007,0.302,1.0,1.0,0.1,1.0,1
7403,20131105:1107,0.325,1.0,1.0,1.0,0.86,1
7404,20131105:1207,0.421,1.0,1.0,1.0,0.71,1
7405,20131105:1307,0.316,1.0,1.0,1.0,0.71,1
7406,20131105:1407,0.255,1.0,1.0,0.5,0.86,1
7407,20131105:1507,0.0,1.0,1.0,1.0,0.86,0
7408,20131105:1607,0.249,0.85,0.85,1.0,1.0,1
7409,20131105:1707,0.401,0.31,0.31,0.5,1.0,1
7410,20131105:1807,0.75,0.15,0.15,1.0,0.71,1
7411,20131105:1907,0.611,0.15,0.15,1.0,0.57,1
7412,20131105:2007,0.412,0.15,0.15,0.1,0.29,1
7413,20131105:2107,0.292,0.15,0.15,0.1,0.14,1
7414,20131105:2207,0.183,0.15,0.15,0.1,0.14,1
7415,20131105:2307,0.125,0.15,0.15,0.1,0.14,1
7416,20131106:0007,0.066,0.15,0.15,0.1,0.14,1
7417,20131106:0107,0.058,0.15,0.15,0.1,0.14,1
7418,20131106:0207,0.058,0.15,0.15,0.1,0.14,1
7419,20131106:0307,0.058,0.15,0.15,0.1,0.29,1
7420,20131106:0407,0.199,0.15,0.15,0.85,0.43,1
7421,20131106:0507,0.305,0.15,0.15,0.85,0.57,1
7422,20131106:0607,0.335,0.46,0.0,0.5,0.71,0
7423,20131106:0707,0.305,0.92,0.92,0.1,0.86,1
7424,20131106:0807,0.256,0.92,0.92,0.1,1.0,1
7425,20131106:0907,0.262,1.0,1.0,0.1,1.0,1
7426,20131106:1007,0.302,1.0,1.0,0.1,1.0,1
7427,20131106:1107,0.325,1.0,1.0,1.0,0.86,1
7428,20131106:1207,0.421,1.0,1.0,1.0,0.71,1
7429,20131106:1307,0.316,1.0,1.0,1.0,0.71,1
7430,20131106:1407,0.255,1.0,1.0,0.5,0.86,1
7431,20131106:1507,0.242,1.0,1.0,1.0,0.86,1
7432,20131106:1607,0.249,0.85,0.85,1.0,1.0,1
7433,20131106:1707,0.401,0.31,0.31,0.5,1.0,1
7434,20131106:1807,0.75,0.15,0.15,1.0,0.71,1
7435,20131106:1907,0.611,0.15,0.15,1.0,0.57,1
7436,20131106:2007,0.412,0.15,0.15,0.1,0.29,1
7437,20131106:2107,0.292,0.15,0.15,0.1,0.14,1
7438,20131106:2207,0.183,0.15,0.15,0.1,0.14,1
7439,20131106:2307,0.125,0.15,0.15,0.1,0.14,1
7440,20131107:0007,0.066,0.15,0.15,0.1,0.14,1
7441,20131107:0107,0.058,0.15,0.15,0.1,0.14,1
7442,20131107:0207,0.058,0.15,0.15,0.1,0.14,1
7443,20131107:0307,0.058,0.15,0.15,0.1,0.29,1
7444,20131107:0407,0.199,0.15,0.15,0.85,0.43,1
7445,20131107:0507,0.305,0.15,0.15,0.85,0.57,1
7446,20131107:0607,0.335,0.46,0.46,0.5,0.71,1
7447,20131107:0707,0.305,0.92,0.92,0.1,0.86,1
7448,20131107:0807,0.256,0.92,0.92,0.1,1.0,1
7449,20131107:0907,0.262,1.0,1.0,0.1,1.0,1
7450,20131107:1007,0.302,1.0,1.0,0.1,1.0,1
7451,20131107:1107,0.325,1.0,1.0,1.0,0.86,1
7452,20131107:1207,0.421,1.0,1.0,1.0,0.71,1
7453,20131107:1307,0.316,1.0,1.0,1.0,0.71,1
7454,20131107:1407,0.255,1.0,1.0,0.5,0.86,1
7455,20131107:1507,0.242,1.0,1.0,1.0,0.86,1
7456,20131107:1607,0.249,0.85,0.85,1.0,1.0,1
7457,20131107:1707,0.401,0.31,0.31,0.5,1.0,1
7458,20131107:1807,0.75,0.15,0.15,1.0,0.71,1
7459,20131107:1907,0.611,0.15,0.15,1.0,0.57,1
7460,20131107:2007,0.412,0.15,0.0,0.1,0.29,0
7461,20131107:2107,0.292,0.15,0.15,0.1,0.14,1
7462,20131107:2207,0.183,0.15,0.15,0.1,0.14,1
7463,20131107:2307,0.125,0.15,0.15,0.1,0.0,0
7464,20131108:0007,0.066,0.15,0.15,0.1,0.14,1
7465,20131108:0107,0.058,0.15,0.15,0.1,0.14,1
7466,20131108:0207,0.058,0.15,0.15,0.1,0.14,1
7467,20131108:0307,0.058,0.15,0.15,0.1,0.29,1
7468,20131108:0407,0.199,0.15,0.15,0.85,0.43,1
7469,20131108:0507,0.305,0.15,0.15,0.85,0.57,1
7470,20131108:0607,0.335,0.46,0.46,0.5,0.71,1
7471,20131108:0707,0.305,0.92,0.92,0.1,0.86,1
7472,20131108:0807,0.256,0.92,0.92,0.1,1.0,1
7473,20131108:0907,0.262,1.0,1.0,0.1,1.0,1
7474,20131108:1007,0.302,1.0,1.0,0.1,1.0,1
7475,20131108:1107,0.325,1.0,1.0,1.0,0.86,1
7476,20131108:1207,0.421,1.0,1.0,1.0,0.71,1
7477,20131108:1307,0.316,1.0,1.0,1.0,0.71,1
7478,20131108:1407,0.255,1.0,1.0,0.0,0.86,0
7479,20131108:1507,0.242,1.0,1.0,1.0,0.86,1
7480,20131108:1607,0.249,0.85,0.85,1.0,1.0,1
7481,20131108:1707,0.401,0.31,0.31,0.5,1.0,1
7482,20131108:1807,0.75,0.15,0.15,1.0,0.71,1
7483,20131108:1907,0.611,0.15,0.15,1.0,0.57,1
7484,20131108:2007,0.412,0.15,0.15,0.1,0.29,1
7485,20131108:2107,0.292,0.15,0.15,0.1,0.14,1
7486,20131108:2207,0.183,0.15,0.15,0.1,0.14,1
7487,20131108:2307,0.125,0.15,0.15,0.1,0.14,1
7488,20131109:0007,0.066,0.15,0.15,0.1,0.14,1
7489,20131109:0107,0.058,0.15,0.15,0.1,0.14,1
7490,20131109:0207,0.0,0.15,0.15,0.1,0.14,0
7491,20131109:0307,0.058,0.15,0.15,0.1,0.29,1
7492,20131109:0407,0.199,0.15,0.15,0.85,0.43,1
7493,20131109:0507,0.305,0.15,0.15,0.85,0.57,1
7494,20131109:0607,0.335,0.46,0.46,0.5,0.71,1
7495,20131109:0707,0.305,0.92,0.92,0.1,0.86,1
7496,20131109:0807,0.256,0.92,0.92,0.1,1.0,1
7497,20131109:0907,0.262,1.0,1.0,0.1,1.0,1
7498,20131109:1007,0.302,1.0,1.0,0.1,1.0,1
7499,20131109:1107,0.325,1.0,1.0,1.0,0.86,1
7500,20131109:1207,0.421,1.0,1.0,1.0,0.71,1
7501,20131109:1307,0.316,1.0,1.0,1.0,0.71,1
7502,20131109:1407,0.255,1.0,1.0,0.5,0.86,1
7503,20131109:1507,0.242,1.0,1.0,1.0,0.86,1
7504,20131109:1607,0.249,0.85,0.85,1.0,1.0,1
7505,20131109:1707,0.401,0.31,0.31,0.5,1.0,1
7506,20131109:1807,0.75,0.15,0.15,1.0,0.71,1
7507,20131109:1907,0.611,0.15,0.15,1.0,0.57,1
7508,20131109:2007,0.412,0.15,0.15,0.1,0.29,1
7509,20131109:2107,0.292,0.15,0.15,0.1,0.14,1
7510,20131109:2207,0.183,0.15,0.15,0.1,0.14,1
7511,20131109:2307,0.125,0.15,0.15,0.1,0.14,1
7512,20131110:0007,0.066,0.15,0.15,0.1,0.14,1
7513,20131110:0107,0.058,0.15,0.15,0.1,0.14,1
7514,20131110:0207,0.058,0.15,0.15,0.1,0.14,1
7515,20131110:0307,0.058,0.15,0.15,0.1,0.29,1
7516,20131110:0407,0.199,0.15,0.15,0.85,0.43,1
7517,20131110:0507,0.305,0.15,0.15,0.85,0.57,1
7518,20131110:0607,0.335,0.46,0.46,0.5,0.71,1
7519,20131110:0707,0.305,0.92,0.92,0.1,0.86,1
7520,20131110:0807,0.256,0.92,0.92,0.1,1.0,1
7521,20131110:0907,0.262,1.0,1.0,0.1,1.0,1
7522,20131110:1007,0.302,1.0,1.0,0.1,1.0,1
7523,20131110:1107,0.325,1.0,1.0,1.0,0.86,1
7524,20131110:1207,0.421,1.0,1.0,1.0,0.71,1
7525,20131110:1307,0.316,1.0,1.0,0.0,0.71,0
7526,20131110:1407,0.255,1.0,1.0,0.5,0.86,1
7527,20131110:1507,0.242,1.0,1.0,1.0,0.86,1
7528,20131110:1607,0.249,0.85,0.85,1.0,1.0,1
7529,20131110:1707,0.401,0.31,0.31,0.5,1.0,1
7530,20131110:1807,0.75,0.15,0.15,1.0,0.71,1
7531,20131110:1907,0.611,0.15,0.15,1.0,0.57,1
7532,20131110:2007,0.412,0.15,0.15,0.1,0.29,1
7533,20131110:2107,0.292,0.15,0.15,0.1,0.14,1
7534,20131110:2207,0.183,0.15,0.15,0.1,0.14,1
7535,20131110:2307,0.125,0.15,0.15,0.1,0.14,1
7536,20131111:0007,0.066,0.15,0.15,0.1,0.14,1
7537,20131111:0107,0.058,0.15,0.15,0.1,0.14,1
7538,20131111:0207,0.058,0.15,0.15,0.1,0.14,1
7539,20131111:0307,0.058,0.15,0.15,0.1,0.29,1
7540,20131111:0407,0.199,0.15,0.15,0.85,0.43,1
7541,20131111:0507,0.305,0.15,0.15,0.85,0.57,1
7542,20131111:0607,0.335,0.46,0.46,0.5,0.71,1
7543,20131111:0707,0.305,0.92,0.92,0.1,0.86,1
7544,20131111:0807,0.256,0.92,0.92,0.1,1.0,1
7545,20131111:0907,0.262,1.0,1.0,0.1,1.0,1
7546,20131111:1007,0.302,1.0,1.0,0.1,1.0,1
7547,20131111:1107,0.325,1.0,1.0,1.0,0.86,1
7548,20131111:1207,0.421,1.0,1.0,1.0,0.71,1
7549,20131111:1307,0.316,1.0,1.0,1.0,0.71,1
7550,20131111:1407,0.255,1.0,1.0,0.5,0.86,1
7551,20131111:1507,0.242,1.0,1.0,1.0,0.86,1
7552,20131111:1607,0.249,0.85,0.85,1.0,1.0,1
7553,20131111:1707,0.401,0.31,0.31,0.5,1.0,1
7554,20131111:1807,0.75,0.15,0.15,1.0,0.71,1
7555,20131111:1907,0.611,0.15,0.15,1.0,0.57,1
7556,20131111:2007,0.412,0.15,0.15,0.1,0.29,1
7557,20131111:2107,0.292,0.15,0.15,0.1,0.14,1
7558,20131111:2207,0.183,0.15,0.15,0.1,0.14,1
7559,20131111:2307,0.125,0.15,0.15,0.1,0.14,1
7560,20131112:0007,0.066,0.15,0.15,0.1,0.14,1
7561,20131112:0107,0.058,0.15,0.15,0.1,0.14,1
7562,20131112:0207,0.058,0.15,0.15,0.1,0.14,1
7563,20131112:0307,0.058,0.15,0.15,0.1,0.29,1
7564,20131112:0407,0.199,0.15,0.15,0.85,0.43,1
7565,20131112:0507,0.305,0.15,0.15,0.85,0.57,1
7566,20131112:0607,0.335,0.46,0.46,0.5,0.71,1
7567,20131112:0707,0.305,0.92,0.92,0.1,0.86,1
7568,20131112:0807,0.256,0.92,0.92,0.1,1.0,1
7569,20131112:0907,0.262,1.0,1.0,0.1,1.0,1
7570,20131112:1007,0.302,1.0,1.0,0.1,1.0,1
7571,20131112:1107,0.325,1.0,1.0,1.0,0.86,1
7572,20131112:1207,0.421,1.0,1.0,1.0,0.71,1
7573,20131112:1307,0.316,1.0,1.0,1.0,0.71,1
7574,20131112:1407,0.255,1.0,1.0,0.5,0.86,1
7575,20131112:1507,0.242,1.0,1.0,1.0,0.86,1
7576,20131112:1607,0.249,0.85,0.85,1.0,1.0,1
7577,20131112:1707,0.401,0.31,0.31,0.5,1.0,1
7578,20131112:1807,0.75,0.15,0.15,1.0,0.71,1
7579,20131112:1907,0.611,0.15,0.15,1.0,0.57,1
7580,20131112:2007,0.412,0.15,0.15,0.1,0.29,1
7581,20131112:2107,0.292,0.15,0.15,0.1,0.14,1
7582,20131112:2207,0.183,0.15,0.15,0.1,0.14,1
7583,20131112:2307,0.125,0.15,0.15,0.1,0.14,1
7584,20131113:0007,0.066,0.15,0.15,0.1,0.14,1
7585,20131113:0107,0.058,0.15,0.15,0.1,0.14,1
7586,20131113:0207,0.058,0.15,0.15,0.1,0.0,0
7587,20131113:0307,0.058,0.15,0.15,0.1,0.29,1
7588,20131113:0407,0.199,0.15,0.15,0.85,0.43,1
7589,20131113:0507,0.305,0.15,0.15,0.85,0.57,1
7590,20131113:0607,0.335,0.46,0.46,0.5,0.71,1
7591,20131113:0707,0.305,0.92,0.92,0.1,0.86,1
7592,20131113:0807,0.256,0.92,0.92,0.1,1.0,1
7593,20131113:0907,0.262,1.0,1.0,0.1,1.0,1
7594,20131113:1007,0.302,1.0,1.0,0.1,1.0,1
7595,20131113:1107,0.325,1.0,1.0,1.0,0.86,1
7596,20131113:1207,0.421,1.0,1.0,1.0,0.71,1
7597,20131113:1307,0.316,1.0,1.0,1.0,0.71,1
7598,20131113:1407,0.255,1.0,1.0,0.5,0.86,1
7599,20131113:1507,0.242,1.0,1.0,1.0,0.86,1
7600,20131113:1607,0.249,0.85,0.85,1.0,1.0,1
7601,20131113:1707,0.401,0.31,0.31,0.5,1.0,1
7602,20131113:1807,0.75,0.15,0.15,1.0,0.71,1
7603,20131113:1907,0.611,0.15,0.15,1.0,0.57,1
7604,20131113:2007,0.412,0.15,0.15,0.1,0.29,1
7605,20131113:2107,0.292,0.15,0.15,0.1,0.14,1
7606,20131113:2207,0.183,0.15,0.15,0.1,0.14,1
7607,20131113:2307,0.125,0.15,0.15,0.1,0.14,1
7608,20131114:0007,0.066,0.15,0.15,0.1,0.14,1
7609,20131114:0107,0.058,0.15,0.15,0.1,0.14,1
7610,20131114:0207,0.058,0.15,0.15,0.1,0.14,1
7611,20131114:0307,0.058,0.15,0.15,0.1,0.29,1
7612,20131114:0407,0.199,0.15,0.15,0.85,0.43,1
7613,20131114:0507,0.305,0.15,0.15,0.85,0.57,1
7614,20131114:0607,0.335,0.46,0.46,0.5,0.71,1
